Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall,Risk_Level
LAKE,KARNATAKA,24,3.1,7.8,234,1.0,0.3,2.0,2,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,3.1,6.5,316,4.0,1,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,5.8,7.4,320,2.0,0.3,130.0,1100,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,4.2,6.9,379,3.0,1.3,170.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,5.5,6.8,314,4.0,0.3,4600.0,35000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,2.2,6.7,478,4.0,1.8,2300.0,24000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,5.6,6.9,406,4.0,1.4,220.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,863,4.0,2.2,140.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.8,416,4.0,1.6,2200.0,24000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.4,6.7,309,3.0,0.72,330.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,262,3.0,0.67,430.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.8,738,7.0,3,390.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.7,1291,5.0,4.2,430.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,2.8,6.6,314,3.0,1.1,170.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,23,7.1,7.2,503,3.5,0.56,70.0,212,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,21,4.2,7.7,280,1.0,3.64,350.0,920,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,1.8,6.7,278,3.0,0.9,330.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,3.2,6.5,363,4.0,0.9,270.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,6.1,7.4,235,1.8,0.3,14.0,94,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,3.2,6.5,345,4.0,0.9,79.0,1600,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,5.5,8.2,543,2.0,0.44,400.0,4300,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,4.7,6.5,633,4.0,1.9,310.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,6.7,7.8,240,1.0,0.3,20.0,170,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,20,4.5,7.9,731,3.0,0.44,140.0,5800,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.6,1057,5.0,2.7,2300.0,24000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.2,6.6,632,4.0,1.42,260.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.1,6.7,325,4.0,0.72,130.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,850,4.0,1.8,400.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.6,6.5,378,3.2,1.4,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.2,6.6,383,4.0,1.3,210.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.5,6.5,460,4.0,0.92,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,2.2,6.6,354,3.0,1,230.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,23,6.3,6.6,805,3.6,0.98,58.0,130,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.6,869,6.0,2.29,130.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,6.2,7.1,653,3.4,0.65,58.0,141,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,0.3,6.7,460,4.0,1.4,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.3,6.6,409,4.0,0.95,480.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.1,6.5,360,3.0,1,230.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,2,6.5,369,4.0,1.1,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2,6.6,486,4.0,1.7,340.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,1028,11.0,3,460.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,1.6,6.5,530,4.0,1.39,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.8,6.9,422,4.0,1.4,270.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,21,5.8,7.3,340,2.0,0.3,130.0,1100,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,2.8,6.7,580,4.0,1.18,170.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.5,6.5,517,4.0,1.2,410.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,18,5.3,7.7,525,2.5,0.56,780.0,4600,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.3,6.5,628,4.0,2,630.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.8,457,8.0,1.4,330.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.8,6.6,330,3.0,0.92,210.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,4.2,7.3,652,4.0,1.89,140.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,5.1,7.3,719,3.9,0.7,112.0,345,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,405,4.0,1.18,310.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.5,6.5,262,4.0,0.9,630.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.6,7.3,263,4.0,0.8,460.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,7.1,7.3,784,3.3,0.95,52.0,172,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.3,171,4.0,0.65,270.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,489,4.0,1.5,3400.0,92000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,1.9,6.5,133,3.0,0.41,49.0,350,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,808,4.0,1.75,310.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.4,6.5,325,4.0,1.27,140.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,367,5.0,0.69,430.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.9,6.5,157,3.0,0.52,310.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,443,4.0,1.4,170.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,0.9,7.6,856,9.0,0.76,940.0,7900,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,20,4,7.3,380,2.6,0.3,320.0,2100,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3,6.6,492,4.0,1.4,210.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,0.3,6.8,348,3.9,5.45,1840.0,3200,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,1.9,7.3,530,3.6,0.3,110.0,920,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,6.3,7.3,320,2.3,0.3,94.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,21,5.8,7.7,280,2.0,0.3,94.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3.2,6.6,285,4.0,1,230.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,1.9,6.6,280,2.0,0.3,240.0,690,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,1.2,6.5,292,4.0,0.72,310.0,16000,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.3,6.7,634,4.0,2,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,3.3,6.1,274,3.0,0.8,170.0,2400,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,2.9,6.5,251,3.0,0.74,210.0,3500,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,6.6,223,4.0,0.86,1700.0,24000,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,4.4,6.5,149,3.0,0.51,340.0,5400,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,21,6.2,7.6,410,2.0,0.02,140.0,1100,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.5,6.7,315,4.0,0.69,110.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,2.4,8.1,304,3.0,0.3,2.0,2,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,21,5.8,7.4,350,2.0,0.3,210.0,1300,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,4.4,7.5,775,19.0,1.12,161.0,475,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.5,6.5,293,3.0,0.9,170.0,2400,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,4.3,6.5,446,4.0,1.17,130.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,5,7.6,340,2.0,0.02,140.0,1100,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,6.8,885,4.0,1.9,330.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,1.5,7.2,580,2.5,0.3,93.0,790,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,22,5,7.9,540,2.0,0.32,380.0,4100,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,2.5,6.5,242,4.0,0.8,340.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.3,6.5,493,4.0,1.5,220.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,20,4,7.6,380,2.8,0.3,93.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,21,6.2,7.5,350,2.0,0.3,94.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,6.5,260,3.0,0.63,310.0,3500,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3.5,6.9,331,4.0,1.02,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,6,7.5,320,2.0,0.3,98.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,4.5,6.5,120,3.0,0.37,230.0,2400,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,2.2,6.9,399,4.0,1.44,230.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,22,1,7.2,460,3.1,0.3,400.0,4900,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,5.8,7.1,945,4.0,0.3,170.0,500,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,7.2,7.4,740,4.8,0.32,79.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,5,7.5,1210,4.0,0.3,170.0,900,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.5,6.6,284,4.0,0.9,330.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,4,6.5,158,3.4,0.5,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,7.3,7.2,341,2.2,0.35,6.0,16,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,20,5.2,7.3,360,2.0,0.3,93.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,26,6.4,6.7,128,3.0,0.68,11.0,94,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,7,412,4.0,0.92,330.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.3,6.5,250,3.0,0.95,170.0,5400,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,6.7,736,5.0,2.6,210.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,5.9,7.5,330,1.8,0.3,140.0,1100,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,24,7.1,6.9,222,2.1,0.32,4.0,22,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,22,6.5,7.5,320,2.0,0.02,220.0,1600,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,4.7,6.7,419,3.0,1.18,49.0,240,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,21,5.2,7.5,350,2.5,0.3,170.0,1300,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,26,6.8,6.9,98,1.6,0.36,13.0,110,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,6,6.9,1199,3.0,0.3,140.0,920,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,6.8,694,8.0,2.67,220.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,21,1.8,7.3,520,3.0,0.3,200.0,1600,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,23,5.1,7.1,784,5.1,1.08,63.0,220,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,0.3,6.6,992,5.0,2.3,460.0,9200,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,0.3,6.6,655,4.0,2,330.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,25,6.8,7.3,122,1.0,0.3,13.0,109,2022,85.0,15.1,114.7101609431186,LOW
TANK,KARNATAKA,25,3.2,6.9,203,4.0,0.67,310.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
TANK,KARNATAKA,24,2,6.7,366,4.0,1.1,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KERALA,27,0.8,6.3,5,1.6,0.3,100.0,400,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,26,2.2,6.5,179,3.6,0.3,920.0,2500,2022,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,27,4,6.5,154,1.1,0.3,2.0,200,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,22,4.2,6.6,14200,1.0,0.3,81.0,200,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,24,0.8,6.7,16650,1.6,0.3,210.0,320,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,23,0.4,7.5,16885,8.8,0.3,170.0,700,2022,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,20,3.4,7.1,24850,1.0,0.3,140.0,780,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,23,4.1,6.4,17123,1.8,0.3,130.0,630,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,28,3.3,7.1,1894,2.0,0.3,2.0,2,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,-,3.7,7,-,1.4,-,310.0,-,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,-,1.8,7.3,-,1.0,-,1700.0,-,2022,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,-,3.1,7.3,-,1.0,-,1500.0,-,2022,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,-,3.3,7,-,1.8,0.3,49.0,350,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,26,1.2,6.9,104,1.0,0.3,170.0,350,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,22,6.1,6.5,39,1.0,0.3,4.0,8,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,27,5.9,6.5,131,1.3,0.3,2.0,2,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,23,5.1,6.1,13800,1.4,0.3,130.0,460,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,24,7.2,6.9,47,1.0,0.3,2.0,2,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,22,7,6.5,21,1.0,0.3,2.0,10,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,22,6.7,6.6,120,1.0,0.3,100.0,150,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,-,1.4,6.2,5,4.9,-,4100.0,5800,2022,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,26,5.2,6,125,1.9,0.3,600.0,1400,2022,97.5,2.6,204.51389967533927,MEDIUM
LAKE,KERALA,-,0.5,6.8,-,1.9,-,2.0,300,2022,97.5,2.6,204.51389967533927,LOW
LAKE,KERALA,27,2.8,6.7,365,2.0,0.3,2200.0,4000,2022,97.5,2.6,204.51389967533927,MEDIUM
POND,KERALA,25,5.3,6,135,1.0,0.3,2.0,2,2022,97.5,2.6,204.51389967533927,LOW
POND,KERALA,27,5.3,6.4,120,1.0,0.3,40.0,70,2022,97.5,2.6,204.51389967533927,LOW
POND,KERALA,26,7.3,6.6,39,1.0,0.3,10.0,100,2022,97.5,2.6,204.51389967533927,LOW
POND,KERALA,26,3.5,6.7,195,2.4,0.3,1800.0,4600,2022,97.5,2.6,204.51389967533927,MEDIUM
POND,KERALA,27,7.2,6.5,55,1.0,0.3,94.0,490,2022,97.5,2.6,204.51389967533927,LOW
POND,KERALA,27,5.3,6.9,83,1.0,0.3,4.0,81,2022,97.5,2.6,204.51389967533927,LOW
POND,LAKSHADWEEP,20,-,7.1,364,,-,,-,2022,97.7,2.3,0.0,LOW
POND,LAKSHADWEEP,28,-,7,385,1.0,-,,-,2022,97.7,2.3,0.0,LOW
LAKE,MADHYA PRADESH,19,6.8,7.1,299,1.0,0.84,2.0,40,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,18,5.4,7.2,324,1.6,0.21,2.0,84,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,6.7,7.1,216,1.0,0.45,2.0,41,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,4.9,7,69,1.0,3.12,2.0,130,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,23,5.8,7.2,540,1.7,0.41,2.0,31,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,3.2,6.9,297,1.8,4.08,8.0,920,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,6.8,7.3,272,1.4,0.48,2.0,24,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,4.2,7.7,237,1.0,0.64,2.0,46,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,18,3.3,6.8,424,1.8,6.16,6.0,1600,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,6.5,7.1,318,1.0,0.9,2.0,41,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,18,5.5,7.6,319,2.3,0.27,2.0,79,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,15,4.7,7.1,161,1.0,2.06,4.0,110,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,4.9,7,174,1.0,0.32,2.0,210,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,16,5,7.1,154,1.0,0.46,4.0,120,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,17,5,7.1,161,1.0,1.07,2.0,110,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MADHYA PRADESH,20,6.6,7.4,307,1.0,1.07,2.0,48,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,20,5,7.8,309,1.0,0.7,2.0,39,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,18,5,7.3,239,1.8,0.02,2.0,17,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,18,5.4,7,250,1.9,0.23,2.0,17,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,18,5,7,290,2.4,0.15,2.0,17,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,22,6.9,7.2,310,1.8,0.77,2.0,48,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,17,6,7.2,226,1.9,0.28,2.0,17,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,19,5.8,7.5,316,1.1,0.88,2.0,63,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,25,7.1,7.6,267,1.8,0.77,2.0,47,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,20,6.7,7.4,335,1.0,0.55,2.0,39,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,19,5.6,7.3,250,2.1,0.27,2.0,17,2022,74.2,25.8,100.88792696471856,LOW
POND,MADHYA PRADESH,20,6.4,8,346,1.0,0.7,2.0,38,2022,74.2,25.8,100.88792696471856,LOW
TANK,MADHYA PRADESH,18,6.8,7.1,240,1.2,0.3,2.0,31,2022,74.2,25.8,100.88792696471856,LOW
LAKE,MANIPUR,15,6.8,7.1,140,3.0,-,20.0,70,2022,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,15,6.8,7,140,3.1,-,5.0,20,2022,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,15,6.7,6.9,130,3.0,-,30.0,65,2022,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,15,6.7,7,130,3.0,-,10.0,40,2022,95.8,4.2,119.98234118429689,LOW
LAKE,MANIPUR,15,7,7.1,130,3.1,-,5.0,15,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.1,7,176,3.4,-,25.0,75,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,15,6.6,7,150,3.0,-,15.0,55,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.2,6.9,154,3.3,-,45.0,120,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,15,7,7.2,108,3.1,-,5.0,20,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.7,7.2,130,3.2,-,5.0,30,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.6,7.2,112,3.0,-,5.0,40,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,5.8,7,170,3.3,-,25.0,100,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,5.6,7,210,3.4,-,40.0,90,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,17,5.8,7,330,3.4,-,50.0,220,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.7,7,150,3.2,-,15.0,45,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,15,6.7,7,100,2.9,-,5.0,25,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,15,6.8,7.3,100,2.8,-,5.0,35,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.9,7.1,140,3.1,-,10.0,35,2022,95.8,4.2,119.98234118429689,LOW
POND,MANIPUR,16,6.7,7,110,3.1,-,15.0,55,2022,95.8,4.2,119.98234118429689,LOW
LAKE,MEGHALAYA,19,6.7,6.7,59,1.2,0.42,33.0,460,2022,95.8,4.3,397.82883806589393,LOW
LAKE,MEGHALAYA,11,6.7,6.8,38,1.0,0.38,4.0,120,2022,95.8,4.3,397.82883806589393,LOW
LAKE,MEGHALAYA,14,5.2,6.7,77,4.1,0.5,410.0,1700,2022,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,14,6.3,6.7,78,4.0,0.42,380.0,1300,2022,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,14,4.9,6.7,89,5.8,0.32,460.0,2100,2022,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,15,6,6.8,71,4.1,0.5,310.0,1100,2022,95.8,4.3,397.82883806589393,MEDIUM
LAKE,MEGHALAYA,14,6.7,7,128,1.2,0.32,120.0,490,2022,95.8,4.3,397.82883806589393,LOW
LAKE,MIZORAM,12,5.7,6.8,56,1.0,0.02,,-,2022,98.6,1.5,142.21441254978126,LOW
POND,MIZORAM,15,5,7.3,93,1.1,0.02,,-,2022,98.6,1.5,142.21441254978126,LOW
POND,MIZORAM,15,2.7,6.8,249,1.0,0.02,,-,2022,98.6,1.5,142.21441254978126,LOW
LAKE,NAGALAND,21,2,7.2,119,1.0,0.4,,-,2022,94.6,5.4,117.5489728609356,LOW
LAKE,NAGALAND,21,3.3,6.9,195,1.0,0.4,,-,2022,94.6,5.4,117.5489728609356,LOW
LAKE,ODISHA,16,4,6.9,109,1.1,0.32,78.0,490,2022,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,20,4.6,6.8,119,1.1,0.32,45.0,460,2022,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,20,5.2,6.9,115,1.1,0.32,45.0,230,2022,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,20,5.6,6.9,103,1.1,0.32,78.0,330,2022,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,16,6.1,7.4,328,1.1,0.32,2.0,2,2022,64.8,35.2,114.51607696648888,LOW
LAKE,ODISHA,21,5.3,6.9,1435,1.1,0.32,20.0,49,2022,64.8,35.2,114.51607696648888,LOW
